feature,importance
X8,0.14421405116624517
X6,0.11442306282691143
X3,0.06763561983122038
X15,0.06182146634963229
X14,0.06122164915902038
X12,0.06046400236291598
X1,0.05713973880286485
X17,0.05156152483860979
X4,0.04768994745172403
X18,0.04479588082864097
X10,0.04144147590474859
X13,0.040036024293238465
X16,0.03702771523946349
X5,0.03508465411497073
X2,0.03494359008586991
X9,0.03494347745439599
X11,0.03291463069405447
X7,0.03264148859547326
